signal_name,high_conf_correct_mean,high_conf_wrong_mean,difference
confidence,0.9809000242700665,0.9495475842386831,-0.03135244003138338
entropy,0.09485027467292617,0.2316753952308642,0.13682512055793802
feature_distance,10.05419316148321,9.477059499176955,-0.577133662306256
ood_score,2.6485116132800105e-09,-7.155949362962965e-09,-9.804460976242975e-09
augmentation_consistency,0.9961692707380141,0.9670781925925926,-0.029091078145421445
sharpness,0.07751660560430958,0.07519127767489711,-0.0023253279294124657
brightness,0.4856459005629377,0.5006913864609054,0.01504548589796767
contrast,0.21050969469563655,0.20189391004115226,-0.008615784654484288
